date,file,Car,Motorcycle,Autorickshaw,Pedestrian
2025-04-04_14-46-13.987-764-968,00002755.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00002805.jpeg,2,0,0,1
2025-04-04_14-46-13.987-764-968,00002855.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00002905.jpeg,2,1,0,1
2025-04-04_14-46-13.987-764-968,00002960.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00003010.jpeg,3,1,1,1
2025-04-04_14-46-13.987-764-968,00003060.jpeg,2,0,1,0
2025-04-04_14-46-13.987-764-968,00003110.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00003165.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00003215.jpeg,1,0,1,0
2025-04-04_14-46-13.987-764-968,00003265.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00003315.jpeg,1,0,2,0
2025-04-04_14-46-13.987-764-968,00003370.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00003420.jpeg,5,0,0,0
2025-04-04_14-46-13.987-764-968,00003470.jpeg,8,0,1,1
2025-04-04_14-46-13.987-764-968,00003520.jpeg,5,0,0,0
2025-04-04_14-46-13.987-764-968,00003575.jpeg,3,1,1,2
2025-04-04_14-46-13.987-764-968,00003625.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00003675.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00003725.jpeg,2,1,0,1
2025-04-04_14-46-13.987-764-968,00003780.jpeg,4,0,0,2
2025-04-04_14-46-13.987-764-968,00003830.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00003880.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00003930.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00003980.jpeg,1,1,0,0
2025-04-04_14-46-13.987-764-968,00004035.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004085.jpeg,2,0,1,0
2025-04-04_14-46-13.987-764-968,00004135.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00004185.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004240.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004290.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004340.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004390.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00004445.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004495.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004545.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00004595.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00004650.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004700.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004750.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004800.jpeg,1,0,1,0
2025-04-04_14-46-13.987-764-968,00004855.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004905.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00004955.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00005005.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005060.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00005110.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005160.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005210.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005265.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00005315.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00005365.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005415.jpeg,1,0,1,0
2025-04-04_14-46-13.987-764-968,00005470.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005520.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005570.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00005620.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00005675.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00005725.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00005775.jpeg,2,0,1,0
2025-04-04_14-46-13.987-764-968,00005825.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00006090.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006140.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006190.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00006240.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00006290.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00006345.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006395.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006445.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00006495.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00006550.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006600.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006650.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006700.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006755.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00006805.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00006855.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00006905.jpeg,3,0,1,0
2025-04-04_14-46-13.987-764-968,00006960.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00007010.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00007060.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00007110.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00007165.jpeg,1,0,2,0
2025-04-04_14-46-13.987-764-968,00007215.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00007265.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00007315.jpeg,1,0,2,0
2025-04-04_14-46-13.987-764-968,00007370.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00007420.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00007470.jpeg,1,0,1,0
2025-04-04_14-46-13.987-764-968,00007520.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00007575.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00007625.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00007675.jpeg,3,0,0,0
2025-04-04_14-46-13.987-764-968,00007725.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00007780.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00007830.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00007880.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00007930.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00007985.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00008035.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00008085.jpeg,2,0,0,0
2025-04-04_14-46-13.987-764-968,00008135.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00008190.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00008240.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008290.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008340.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008390.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00008445.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00008495.jpeg,1,0,0,0
2025-04-04_14-46-13.987-764-968,00008545.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008595.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008650.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008700.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008750.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00008800.jpeg,0,0,0,1
2025-04-04_14-46-13.987-764-968,00009275.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00009325.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00009375.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00009425.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00009480.jpeg,0,0,1,0
2025-04-04_14-46-13.987-764-968,00009530.jpeg,0,0,2,0
2025-04-04_14-46-13.987-764-968,00009580.jpeg,0,0,0,0
2025-04-04_14-46-13.987-764-968,00009630.jpeg,1,0,0,0
2025-03-13_19-50-26.914,00000025.jpeg,1,0,0,0
2025-03-13_19-50-26.914,00000075.jpeg,1,0,0,0
2025-03-13_19-50-26.914,00000125.jpeg,1,0,0,0
2025-03-13_19-50-26.914,00000175.jpeg,1,0,0,0
2025-03-04_20-11-40.730,00000020.jpeg,0,0,0,1
2025-03-04_20-11-40.730,00000070.jpeg,1,0,0,2
2025-03-04_20-11-40.730,00000120.jpeg,0,0,0,2
2025-03-04_20-11-40.730,00000170.jpeg,0,0,0,2
2025-03-17_15-17-22.938-0-109,00000015.jpeg,0,0,0,0
2025-03-17_15-17-22.938-0-109,00000065.jpeg,0,0,0,0
2025-03-17_15-17-22.938-0-109,00000115.jpeg,0,0,0,0
2025-03-17_15-17-22.938-0-109,00000165.jpeg,0,1,0,0
2025-03-25_15-40-51.314-4-66,00000010.jpeg,9,2,1,2
2025-03-25_15-40-51.314-4-66,00000060.jpeg,8,1,1,2
2025-03-25_15-40-51.314-4-66,00000110.jpeg,8,1,1,1
2025-03-25_15-40-51.314-4-66,00000160.jpeg,8,1,1,1
2025-03-25_15-40-51.314-4-66,00000215.jpeg,8,1,1,1
2025-03-25_15-40-51.314-4-66,00000265.jpeg,8,1,1,1
2025-03-25_15-40-51.314-4-66,00000315.jpeg,8,1,1,1
2025-03-25_15-40-51.314-4-66,00000365.jpeg,10,1,1,1
2025-03-25_15-40-51.314-4-66,00000420.jpeg,8,1,2,1
2025-03-25_15-40-51.314-4-66,00000470.jpeg,9,1,2,1
2025-03-25_15-40-51.314-4-66,00000520.jpeg,8,1,2,1
2025-03-25_15-40-51.314-4-66,00000570.jpeg,8,1,2,1
2025-02-14_15-46-59.048-39-110,00000000.jpeg,1,2,1,3
2025-02-14_15-46-59.048-39-110,00000050.jpeg,1,4,1,3
2025-02-14_15-46-59.048-39-110,00000100.jpeg,2,0,1,1
2025-02-14_15-46-59.048-39-110,00000150.jpeg,3,1,1,0
2025-02-14_15-46-59.048-39-110,00000200.jpeg,2,0,1,1
2025-02-14_15-46-59.048-39-110,00000345.jpeg,6,0,0,0
2025-02-14_15-46-59.048-39-110,00000395.jpeg,5,0,1,0
2025-02-14_15-46-59.048-39-110,00000445.jpeg,5,0,0,0
2025-02-14_15-46-59.048-39-110,00000495.jpeg,3,0,0,0
2025-02-14_15-46-59.048-39-110,00000640.jpeg,2,1,1,1
2025-02-14_15-46-59.048-39-110,00000690.jpeg,1,2,2,2
2025-04-04_07-10-03.815-0-1067,00000030.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00000080.jpeg,2,0,2,0
2025-04-04_07-10-03.815-0-1067,00000130.jpeg,3,0,3,0
2025-04-04_07-10-03.815-0-1067,00000180.jpeg,5,0,0,0
2025-04-04_07-10-03.815-0-1067,00000235.jpeg,2,0,3,0
2025-04-04_07-10-03.815-0-1067,00000285.jpeg,3,0,3,0
2025-04-04_07-10-03.815-0-1067,00000335.jpeg,4,0,2,0
2025-04-04_07-10-03.815-0-1067,00000385.jpeg,0,0,4,0
2025-04-04_07-10-03.815-0-1067,00000440.jpeg,4,0,3,0
2025-04-04_07-10-03.815-0-1067,00000490.jpeg,2,0,3,0
2025-04-04_07-10-03.815-0-1067,00000540.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00000590.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00000645.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00000695.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00000745.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00000795.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00001060.jpeg,1,1,2,1
2025-04-04_07-10-03.815-0-1067,00001110.jpeg,2,0,1,0
2025-04-04_07-10-03.815-0-1067,00001160.jpeg,3,0,1,0
2025-04-04_07-10-03.815-0-1067,00001210.jpeg,0,1,0,2
2025-04-04_07-10-03.815-0-1067,00001265.jpeg,0,0,1,1
2025-04-04_07-10-03.815-0-1067,00001315.jpeg,0,0,4,0
2025-04-04_07-10-03.815-0-1067,00001365.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00001415.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00001470.jpeg,0,0,5,1
2025-04-04_07-10-03.815-0-1067,00001520.jpeg,1,0,4,0
2025-04-04_07-10-03.815-0-1067,00001570.jpeg,0,0,4,0
2025-04-04_07-10-03.815-0-1067,00001620.jpeg,3,0,5,0
2025-04-04_07-10-03.815-0-1067,00001670.jpeg,2,0,7,0
2025-04-04_07-10-03.815-0-1067,00001725.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00001775.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00001825.jpeg,3,0,2,0
2025-04-04_07-10-03.815-0-1067,00001875.jpeg,2,0,4,0
2025-04-04_07-10-03.815-0-1067,00001930.jpeg,1,0,4,0
2025-04-04_07-10-03.815-0-1067,00001980.jpeg,0,0,3,1
2025-04-04_07-10-03.815-0-1067,00002030.jpeg,1,0,4,0
2025-04-04_07-10-03.815-0-1067,00002080.jpeg,2,0,5,0
2025-04-04_07-10-03.815-0-1067,00002135.jpeg,2,0,3,0
2025-04-04_07-10-03.815-0-1067,00002185.jpeg,1,1,2,1
2025-04-04_07-10-03.815-0-1067,00002235.jpeg,1,1,4,1
2025-04-04_07-10-03.815-0-1067,00002285.jpeg,2,1,3,1
2025-04-04_07-10-03.815-0-1067,00002340.jpeg,2,1,4,0
2025-04-04_07-10-03.815-0-1067,00002390.jpeg,3,1,1,1
2025-04-04_07-10-03.815-0-1067,00002440.jpeg,2,1,2,1
2025-04-04_07-10-03.815-0-1067,00002490.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00002545.jpeg,2,1,2,0
2025-04-04_07-10-03.815-0-1067,00002595.jpeg,5,0,0,0
2025-04-04_07-10-03.815-0-1067,00002645.jpeg,2,0,2,0
2025-04-04_07-10-03.815-0-1067,00002695.jpeg,2,0,2,0
2025-04-04_07-10-03.815-0-1067,00002750.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00002800.jpeg,2,0,0,1
2025-04-04_07-10-03.815-0-1067,00002850.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00002900.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00002955.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00003005.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00003055.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00003105.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00003160.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00003210.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00003260.jpeg,3,0,2,0
2025-04-04_07-10-03.815-0-1067,00003310.jpeg,3,0,2,1
2025-04-04_07-10-03.815-0-1067,00003365.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00003415.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00003465.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00003515.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00003570.jpeg,3,0,3,0
2025-04-04_07-10-03.815-0-1067,00003620.jpeg,1,1,4,0
2025-04-04_07-10-03.815-0-1067,00003670.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00003720.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00003770.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00003825.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00003875.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00003925.jpeg,2,0,2,0
2025-04-04_07-10-03.815-0-1067,00003975.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00004030.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00004080.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00004130.jpeg,0,0,5,0
2025-04-04_07-10-03.815-0-1067,00004180.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00004235.jpeg,0,0,2,1
2025-04-04_07-10-03.815-0-1067,00004285.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00004335.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00004385.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00004440.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00004490.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00004540.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00004590.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00004645.jpeg,0,0,3,0
2025-04-04_07-10-03.815-0-1067,00004695.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00004745.jpeg,1,0,1,1
2025-04-04_07-10-03.815-0-1067,00004795.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00004850.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00004900.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00004950.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00005000.jpeg,1,0,1,1
2025-04-04_07-10-03.815-0-1067,00005055.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00005105.jpeg,2,0,3,0
2025-04-04_07-10-03.815-0-1067,00005155.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00005205.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00005470.jpeg,0,2,3,1
2025-04-04_07-10-03.815-0-1067,00005520.jpeg,1,0,3,2
2025-04-04_07-10-03.815-0-1067,00005570.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00005620.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00005675.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00005725.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00005775.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00005825.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00006090.jpeg,0,1,3,1
2025-04-04_07-10-03.815-0-1067,00006140.jpeg,2,2,2,1
2025-04-04_07-10-03.815-0-1067,00006190.jpeg,6,1,2,1
2025-04-04_07-10-03.815-0-1067,00006240.jpeg,2,1,4,1
2025-04-04_07-10-03.815-0-1067,00006290.jpeg,3,0,2,0
2025-04-04_07-10-03.815-0-1067,00006345.jpeg,4,0,1,2
2025-04-04_07-10-03.815-0-1067,00006395.jpeg,1,0,4,1
2025-04-04_07-10-03.815-0-1067,00006445.jpeg,1,0,3,1
2025-04-04_07-10-03.815-0-1067,00006495.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00006550.jpeg,0,0,5,0
2025-04-04_07-10-03.815-0-1067,00006600.jpeg,0,1,2,1
2025-04-04_07-10-03.815-0-1067,00006650.jpeg,2,0,3,0
2025-04-04_07-10-03.815-0-1067,00006700.jpeg,1,0,0,0
2025-04-04_07-10-03.815-0-1067,00006755.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00006805.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00006855.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00006905.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00006960.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00007010.jpeg,1,0,4,0
2025-04-04_07-10-03.815-0-1067,00007060.jpeg,3,0,1,0
2025-04-04_07-10-03.815-0-1067,00007110.jpeg,3,0,3,0
2025-04-04_07-10-03.815-0-1067,00007165.jpeg,1,0,0,0
2025-04-04_07-10-03.815-0-1067,00007215.jpeg,3,1,0,1
2025-04-04_07-10-03.815-0-1067,00007265.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00007315.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00007370.jpeg,2,0,1,0
2025-04-04_07-10-03.815-0-1067,00007420.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00007470.jpeg,3,0,2,0
2025-04-04_07-10-03.815-0-1067,00007520.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00007575.jpeg,0,0,3,1
2025-04-04_07-10-03.815-0-1067,00007625.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00007675.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00007725.jpeg,1,1,3,0
2025-04-04_07-10-03.815-0-1067,00007780.jpeg,2,1,2,1
2025-04-04_07-10-03.815-0-1067,00007830.jpeg,2,0,2,2
2025-04-04_07-10-03.815-0-1067,00007880.jpeg,3,0,1,0
2025-04-04_07-10-03.815-0-1067,00007930.jpeg,2,0,0,0
2025-04-04_07-10-03.815-0-1067,00008195.jpeg,2,0,0,2
2025-04-04_07-10-03.815-0-1067,00008245.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00008295.jpeg,3,0,1,0
2025-04-04_07-10-03.815-0-1067,00008345.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00008400.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00008450.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00008500.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00008550.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00008600.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00008655.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00008705.jpeg,0,0,4,0
2025-04-04_07-10-03.815-0-1067,00008755.jpeg,2,0,0,0
2025-04-04_07-10-03.815-0-1067,00008805.jpeg,3,0,0,0
2025-04-04_07-10-03.815-0-1067,00008860.jpeg,1,0,0,0
2025-04-04_07-10-03.815-0-1067,00008910.jpeg,0,0,1,1
2025-04-04_07-10-03.815-0-1067,00008960.jpeg,1,0,0,0
2025-04-04_07-10-03.815-0-1067,00009010.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00009065.jpeg,1,0,3,0
2025-04-04_07-10-03.815-0-1067,00009115.jpeg,1,0,1,1
2025-04-04_07-10-03.815-0-1067,00009165.jpeg,2,1,2,1
2025-04-04_07-10-03.815-0-1067,00009215.jpeg,2,1,2,1
2025-04-04_07-10-03.815-0-1067,00009270.jpeg,3,0,1,0
2025-04-04_07-10-03.815-0-1067,00009320.jpeg,0,0,2,0
2025-04-04_07-10-03.815-0-1067,00009370.jpeg,2,0,3,0
2025-04-04_07-10-03.815-0-1067,00009420.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00009475.jpeg,2,0,1,0
2025-04-04_07-10-03.815-0-1067,00009525.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00009575.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00009625.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00009890.jpeg,1,0,2,0
2025-04-04_07-10-03.815-0-1067,00009940.jpeg,0,0,1,0
2025-04-04_07-10-03.815-0-1067,00009990.jpeg,1,1,0,1
2025-04-04_07-10-03.815-0-1067,00010040.jpeg,3,1,0,0
2025-04-04_07-10-03.815-0-1067,00010095.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00010145.jpeg,0,0,1,1
2025-04-04_07-10-03.815-0-1067,00010195.jpeg,1,1,0,2
2025-04-04_07-10-03.815-0-1067,00010245.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00010300.jpeg,2,2,0,1
2025-04-04_07-10-03.815-0-1067,00010350.jpeg,2,1,0,2
2025-04-04_07-10-03.815-0-1067,00010400.jpeg,2,0,0,1
2025-04-04_07-10-03.815-0-1067,00010450.jpeg,2,0,1,0
2025-04-04_07-10-03.815-0-1067,00010505.jpeg,0,0,0,0
2025-04-04_07-10-03.815-0-1067,00010555.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00010605.jpeg,1,0,1,0
2025-04-04_07-10-03.815-0-1067,00010655.jpeg,1,0,2,0
2025-02-14_16-46-50.437-25-160,00000030.jpeg,6,2,2,3
2025-02-14_16-46-50.437-25-160,00000080.jpeg,7,3,2,3
2025-02-14_16-46-50.437-25-160,00000130.jpeg,10,0,1,2
2025-02-14_16-46-50.437-25-160,00000180.jpeg,10,2,1,4
2025-02-14_16-46-50.437-25-160,00000325.jpeg,9,2,2,7
2025-02-14_16-46-50.437-25-160,00000375.jpeg,13,2,0,4
2025-02-14_16-46-50.437-25-160,00000425.jpeg,7,2,1,3
2025-02-14_16-46-50.437-25-160,00000475.jpeg,3,3,0,3
2025-02-14_16-46-50.437-25-160,00000620.jpeg,7,0,1,0
2025-02-14_16-46-50.437-25-160,00000670.jpeg,6,0,0,0
2025-02-14_16-46-50.437-25-160,00000720.jpeg,5,2,0,2
2025-02-14_16-46-50.437-25-160,00000770.jpeg,5,4,2,3
2025-02-14_16-46-50.437-25-160,00000915.jpeg,6,0,0,2
2025-02-14_16-46-50.437-25-160,00000965.jpeg,3,2,0,4
2025-02-14_16-46-50.437-25-160,00001015.jpeg,5,1,0,2
2025-02-14_16-46-50.437-25-160,00001065.jpeg,2,1,3,3
2025-02-14_16-46-50.437-25-160,00001210.jpeg,1,4,0,4
2025-02-14_16-46-50.437-25-160,00001260.jpeg,2,1,2,2
2025-02-14_16-46-50.437-25-160,00001310.jpeg,1,2,3,5
2025-03-24_16-22-28.570-0-334,00000010.jpeg,0,0,1,0
2025-03-24_16-22-28.570-0-334,00000060.jpeg,1,0,1,0
2025-03-24_16-22-28.570-0-334,00000110.jpeg,1,0,1,0
2025-03-24_16-22-28.570-0-334,00000160.jpeg,0,0,0,0
2025-03-24_16-22-28.570-0-334,00000425.jpeg,1,0,0,0
2025-03-24_16-22-28.570-0-334,00000475.jpeg,3,0,0,0
2025-03-24_16-22-28.570-0-334,00000525.jpeg,3,0,0,0
2025-03-24_16-22-28.570-0-334,00000575.jpeg,4,0,0,0
2025-03-24_16-22-28.570-0-334,00000840.jpeg,3,0,0,0
2025-03-24_16-22-28.570-0-334,00000890.jpeg,0,0,0,1
2025-03-24_16-22-28.570-0-334,00000940.jpeg,1,0,0,0
2025-03-24_16-22-28.570-0-334,00000990.jpeg,2,0,0,0
2025-03-24_16-22-28.570-0-334,00001040.jpeg,0,0,0,0
2025-03-24_16-22-28.570-0-334,00001095.jpeg,1,0,0,0
2025-03-24_16-22-28.570-0-334,00001145.jpeg,1,0,0,0
2025-03-24_16-22-28.570-0-334,00001195.jpeg,0,0,0,0
2025-03-24_16-22-28.570-0-334,00001245.jpeg,2,0,0,0
2025-03-24_16-22-28.570-0-334,00001300.jpeg,4,0,0,0
